FacultyID  ,Category ,Preference 1                                                    ,Preference 2                                                    ,Preference 3                                                    ,Preference 4                                                 ,Preference 5                                                    ,Preference 6                                                    ,Preference 7                                                    ,Preference 8                                                    ,Preference 9                                               ,Preference 10                                                ,Preference 11                                                ,Preference 12
144 ,x2       ,HDELE - ME F266 - STUDY PROJECT                                 ,FDELE - CS F301 - PRINCIPLES OF PROGG LANG                      ,HDELE - CS G623 - ADVANCED OPERAT SYSTEMS                       ,FDCDC - CHE F376 - DESIGN PROJECT                            ,FDELE - EEE F435 - DIGITAL IMAGE PROCESSING                     ,HDCDC - MEL G611 - I C FABRICATION TECH                         ,HDCDC - ME F315 - ADVANCED MANUFACTURING PROCESS                ,FDELE - MATH F421 - COMBINATORIAL MATHS                         ,FDCDC - HSS F233 - MAIN TRENDS IN INDIAN HISTORY           ,FDELE - ECON F212 - FUNDA OF FIN AND ACCOUNT                 ,FDCDC - CS F376 - DESIGN PROJECT                             ,FDCDC - CHE F212 - FLUID MECHANICS
145 ,x3       ,HDCDC - ME G535 - ADV ENGG MATHEMATICS                          ,HDCDC - INSTR F311 - ELECTRO INST & INST TECH                   ,FDCDC - PHY F366 - LABORATORY PROJECT                           ,FDELE - PHY F211 - CLASSICAL MECHANICS                       ,FDCDC - PHY F419 - ADVANCED SOLID STATE PHYSICS                 ,FDCDC - CHE F422 - PETROLEUM REFINING TECHNOLOGY                ,FDELE - ECON F312 - MONEY BANK & FIN MARKETS                    ,FDELE - HSS F332 - CINEMATIC ART                                ,FDELE - PHY F376 - DESIGN PROJECT                          ,HDELE - ME F443 - QUALI CONTRO ASSUR & REL                   ,HDELE - ME F314 - DESIGN OF MACHINE ELEMENTS                 ,FDCDC - BITS F417 - MICRO-FLUIDICS & ITS APP
146 ,x2       ,HDCDC - ME F212 - FLUID MECHANICS                               ,FDELE - CS F320 - FOUNDATIONS OF DATA SCIENCE                   ,HDCDC - BITS G619 - PROFESSIONAL PRACTICE                       ,FDELE - CHE F311 - KINETICS & REACTOR DESIG                  ,HDELE - ME F266 - STUDY PROJECT                                 ,FDCDC - BITS F316 - NONLINEAR DYNAMICS AND CHAOS                ,FDCDC - CHE F376 - DESIGN PROJECT                               ,FDCDC - ECON F315 - FINANCIAL MANAGEMENT                        ,FDELE - CS F491 - SPECIAL PROJECT                          ,FDELE - CHE F214 - ENGINEERING CHEMISTRY                     ,HDELE - ME F415 - GAS DYNAMICS                               ,FDCDC - PHY F311 - QUANTUM MECHANICS II
147 ,x3       ,HDELE - EE G501 - ENVIRONMENTAL SAMPLING AND ANALYTICAL METHODS ,FDELE - CS F301 - PRINCIPLES OF PROGG LANG                      ,FDCDC - MATH F353 - STATISTICAL INFER & APP                     ,HDCDC - BITS G619 - PROFESSIONAL PRACTICE                    ,HDCDC - DE G611 - DYNAMICS & VIBRATION                          ,FDCDC - CHE F366 - LABORATORY PROJECT                           ,FDELE - ECON F355 - BUSS ANAL & VALUATION                       ,FDCDC - INSTR F491 - SPECIAL PROJECT                            ,FDELE - CS F351 - THEORY OF COMPUTATION                    ,HDELE - BIO G542 - ADVANCED CELL MOLE BIO                    ,FDELE - GS F322 - CRITI ANAL OF LIT & CINE                   ,FDCDC - GS F326 - CREATIVE THINKING
148 ,x2       ,FDELE - PHY F215 - INTRO TO ASTRO & ASTROPH                     ,FDELE - EEE F435 - DIGITAL IMAGE PROCESSING                     ,FDELE - CS F301 - PRINCIPLES OF PROGG LANG                      ,FDCDC - PHY F313 - COMPUTATIONAL PHYSICS                     ,FDCDC - PHY F212 - ELECTROMAGNETIC THEO I                       ,FDELE - HSS F232 - INTRO TO DEV STUDIES                         ,FDCDC - MATH F353 - STATISTICAL INFER & APP                     ,HDCDC - BITS G529 - RESEARCH PROJECT I                          ,HDELE - BITS G654 - ADV INSTRUMENTATION TECH               ,FDCDC - MATH F212 - OPTIMIZATION                             ,HDELE - ME F314 - DESIGN OF MACHINE ELEMENTS                 ,HDCDC - INSTR F312 - TRANSD & MEASUREMENT SYS
149 ,x2       ,FDCDC - ECON F214 - ECONOMIC ENV OF BUSINESS                    ,FDCDC - MGTS F211 - PRINCIPLES OF MANAGEMENT                    ,FDCDC - EEE F418 - MOD COMMUNICATION TECH                       ,HDCDC - BITS G563T - DISSERTATION                            ,HDELE - ME F423 - MICRO-FLUIDICS & ITS APP                      ,FDCDC - PHY F419 - ADVANCED SOLID STATE PHYSICS                 ,FDELE - BIO F266 - STUDY PROJECT                                ,HDELE - ME F216 - MATERIAL SCI AND ENGINEERIN                   ,FDELE - CHEM F431 - SUSTAINABLE CHEMISTRY USING RENEWABLES ,FDELE - MATH F113 - PROBABILITY & STATISTICS                 ,FDELE - CHE F414 - TRANSPORT PHENOMENA                       ,HDCDC - CS G526 - ADV ALGO & COMPLEXITY
150 ,x3       ,FDELE - PHY F491 - SPECIAL PROJECT                              ,HDELE - BITS G654 - ADV INSTRUMENTATION TECH                    ,FDCDC - BITS F314 - GAME THEORY & ITS APPLICATION               ,HDCDC - ME F212 - FLUID MECHANICS                            ,FDCDC - CHE F491 - SPECIAL PROJECTS                             ,FDELE - ECE F376 - DESIGN PROJECT                               ,HDCDC - ME F211 - MECHANICS OF SOLIDS                           ,HDELE - ME F423 - MICRO-FLUIDICS & ITS APP                      ,FDCDC - EEE F215 - DIGITAL DESIGN                          ,FDCDC - EEE F311 - COMMUNICATION SYSTEMS                     ,FDELE - HSS F337 - ENGLISH LITERARY FORMS AND MOVEMENTS      ,FDELE - HSS F371 - CITIES-LIFE ISSUES & CONFLICTS
151 ,x3       ,HDELE - BIO G542 - ADVANCED CELL MOLE BIO                       ,FDELE - HSS F337 - ENGLISH LITERARY FORMS AND MOVEMENTS         ,FDELE - PHY F211 - CLASSICAL MECHANICS                          ,FDCDC - CS F446 - DATA STORAGE TECH & NETW                   ,HDCDC - MEL G622 - INTRO TO ARTIF NEURAL NET                    ,FDELE - BIO F311 - RECOMBINANT DNA TECH                         ,HDCDC - ME F315 - ADVANCED MANUFACTURING PROCESS                ,FDCDC - BITS F417 - MICRO-FLUIDICS & ITS APP                    ,FDCDC - PHY F412 - INTRODUCTION TO QUANTUM FIELD THEORY    ,FDCDC - ECON F266 - STUDY ORIENTED PROJECT                   ,FDELE - HSS F332 - CINEMATIC ART                             ,HDELE - MEL G624 - ADV VLSI ARCHITECTURES
152 ,x2       ,FDELE - MATH F421 - COMBINATORIAL MATHS                         ,FDCDC - MATH F266 - STUDY PROJECT                               ,FDELE - CS F351 - THEORY OF COMPUTATION                         ,FDCDC - PHY F312 - STATISTICAL MECHANICS                     ,HDCDC - CS G518 - INTERNET OF THINGS: DESIGN & DEVELOPMENT      ,HDELE - CHE G622 - ADV CHEMICAL ENGG THERMO                     ,FDCDC - BIO F376 - DESIGN PROJECT                               ,HDCDC - BIO G512 - MOLEC MECH OF GENE EXPRE                     ,FDCDC - BITS F437 - TECHNICAL COMMUNICATION                ,HDELE - CS G541 - PERVASIVE COMPUTING                        ,FDELE - MATH F113 - PROBABILITY & STATISTICS                 ,FDELE - CS F301 - PRINCIPLES OF PROGG LANG
153 ,x1       ,FDCDC - BITS F314 - GAME THEORY & ITS APPLICATION               ,FDCDC - BITS F417 - MICRO-FLUIDICS & ITS APP                    ,HDELE - ME F112 - WORKSHOP PRACTICE                             ,HDCDC - MEL G631 - PHY & MO OF MICROEL DEV                   ,FDELE - MATH F113 - PROBABILITY & STATISTICS                    ,FDCDC - PHY F313 - COMPUTATIONAL PHYSICS                        ,FDELE - ECON F312 - MONEY BANK & FIN MARKETS                    ,HDCDC - ME F212 - FLUID MECHANICS                               ,FDELE - CHEM F333 - CHEMISTRY OF MATERIALS                 ,FDCDC - MATH F366 - LABORATORY PROJECT                       ,FDELE - EEE F435 - DIGITAL IMAGE PROCESSING                  ,HDELE - CHE G613 - ADVANCED MASS TRANSFER
154 ,x2       ,FDELE - BIO F417 - BIOMOLECULAR MODELING                        ,HDELE - BIO G514 - MOLECULAR IMMUNOLOGY                         ,FDCDC - ECON F354 - DERIVATIVES &  RISK MGMT                    ,FDELE - CS F468 - INFORMATION SECURITY PROJECT               ,FDELE - EEE F491 - SPECIAL PROJECT                              ,FDELE - CS F407 - ARTIFICIAL INTELLIGENCE                       ,HDCDC - EEE G612 - CODING THEORY AND PRACTICE                   ,FDCDC - PHY F111 - MECH OSCIL & WAVES                           ,"HDELE - ME F317 - ENGINES, MOTORS, AND MOBILITY"          ,HDCDC - CS G526 - ADV ALGO & COMPLEXITY                      ,FDCDC - MATH F111 - MATHEMATICS-I                            ,FDCDC - GS F231 - DYN OF SOCIAL CHANGE
155 ,x2       ,FDELE - PHY F315 - THEORY OF RELATIVITY                         ,FDELE - EEE F491 - SPECIAL PROJECT                              ,HDCDC - BITS G540 - RESEARCH PRACTICE                           ,FDCDC - GS F326 - CREATIVE THINKING                          ,FDCDC - EEE F215 - DIGITAL DESIGN                               ,FDCDC - CS F314 - SOFT DEV FOR PORT DEVICE                      ,HDCDC - BIO G515 - STEM CELL & REGENER BIO                      ,HDELE - BIO G542 - ADVANCED CELL MOLE BIO                       ,FDELE - PHY F213 - OPTICS                                  ,HDELE - CHE G513 - ENVIRONMENTAL MANAGEMENT SYSTEMS          ,FDELE - CS F468 - INFORMATION SECURITY PROJECT               ,FDCDC - MATH F215 - ALGEBRA I
156 ,x3       ,FDELE - CS F213 - OBJECT ORIENTED PROG                          ,HDELE - ME F216 - MATERIAL SCI AND ENGINEERIN                   ,FDELE - BITS F415 - INTRODUCTION TO MEMS                        ,HDCDC - BITS G563T - DISSERTATION                            ,FDCDC - ECON F491 - SPECIAL PROJECT                             ,FDCDC - HSS F233 - MAIN TRENDS IN INDIAN HISTORY                ,HDCDC - EEE G512 - EMBEDDED SYSTEM DESIGN                       ,FDELE - ECON F355 - BUSS ANAL & VALUATION                       ,FDELE - PHY F346 - LASER SCIENCE AND TECHNOLOGY            ,FDCDC - ECON F354 - DERIVATIVES &  RISK MGMT                 ,FDCDC - PHY F312 - STATISTICAL MECHANICS                     ,HDELE - INSTR F266 - STUDY PROJECT
157 ,x2       ,FDELE - HSS F365 - SCIENCE OF SUSTAINABLE HAPPINESS             ,FDCDC - ECON F491 - SPECIAL PROJECT                             ,HDCDC - BIO G515 - STEM CELL & REGENER BIO                      ,HDELE - ME F443 - QUALI CONTRO ASSUR & REL                   ,FDCDC - CHE F314 - PROCESS DES PRINCIPLES I                     ,FDELE - BITS F415 - INTRODUCTION TO MEMS                        ,FDELE - CS F407 - ARTIFICIAL INTELLIGENCE                       ,FDCDC - PHY F212 - ELECTROMAGNETIC THEO I                       ,HDCDC - EEE G512 - EMBEDDED SYSTEM DESIGN                  ,HDELE - INSTR F266 - STUDY PROJECT                           ,FDELE - CHE F214 - ENGINEERING CHEMISTRY                     ,FDCDC - ECE F434 - DIGITAL SIGNAL PROCESS
158 ,x1       ,HDELE - BIO G542 - ADVANCED CELL MOLE BIO                       ,HDCDC - CS G518 - INTERNET OF THINGS: DESIGN & DEVELOPMENT      ,FDELE - IS F341 - SOFTWARE ENGINEERING                          ,FDCDC - CS F446 - DATA STORAGE TECH & NETW                   ,HDELE - BIO G523 - ADV & APPLIED MICROBIO                       ,FDCDC - INSTR F491 - SPECIAL PROJECT                            ,FDELE - BITS F415 - INTRODUCTION TO MEMS                        ,FDCDC - HSS F340 - POST COLONIAL LITERATURES                    ,HDCDC - DE G611 - DYNAMICS & VIBRATION                     ,FDCDC - CHE F491 - SPECIAL PROJECTS                          ,FDELE - GS F322 - CRITI ANAL OF LIT & CINE                   ,FDELE - PHY F376 - DESIGN PROJECT
159 ,x2       ,HDELE - EEE G581 - RF AND MICROWAVE ENGG                        ,FDELE - EEE F435 - DIGITAL IMAGE PROCESSING                     ,HDELE - CS G541 - PERVASIVE COMPUTING                           ,FDELE - PHY F315 - THEORY OF RELATIVITY                      ,HDCDC - BITS G562T - DISSERTATION                               ,FDCDC - CHEM F376 - DESIGN PROJECT                              ,FDELE - ECON F212 - FUNDA OF FIN AND ACCOUNT                    ,FDCDC - ECON F491 - SPECIAL PROJECT                             ,FDCDC - BIO F214 - INTEGRATED BIOLOGY                      ,FDELE - EEE F477 - MODEL OF FIELD-EFFECT NANODEV             ,HDCDC - INSTR F311 - ELECTRO INST & INST TECH                ,FDCDC - GS F231 - DYN OF SOCIAL CHANGE
160 ,x3       ,HDELE - BITS G539 - RESEARCH PROJECT II                         ,"HDELE - ME F317 - ENGINES, MOTORS, AND MOBILITY"               ,FDCDC - HSS F338 - COMPARATIVE INDIAN LITERATURE                ,FDCDC - CHE F491 - SPECIAL PROJECTS                          ,FDELE - PHY F346 - LASER SCIENCE AND TECHNOLOGY                 ,FDCDC - MATH F312 - ORDINARY DIFF EQUATIONS                     ,FDELE - HSS F227 - CROSS CULTURAL SKILLS                        ,FDCDC - CHEM F376 - DESIGN PROJECT                              ,HDCDC - BIO G515 - STEM CELL & REGENER BIO                 ,HDCDC - ME G535 - ADV ENGG MATHEMATICS                       ,FDELE - MATH F376 - DESIGN PROJECT                           ,FDELE - ECON F355 - BUSS ANAL & VALUATION
161 ,x2       ,HDELE - CS G553 - RECONFIGURABLE COMPUTING                      ,HDCDC - EEE G512 - EMBEDDED SYSTEM DESIGN                       ,FDELE - FIN F414 - FINANCIAL RISK ANALY & MANAG                 ,FDCDC - BIO F214 - INTEGRATED BIOLOGY                        ,FDELE - HSS F363 - DISASTER AND DEVELOPMENT                     ,FDCDC - MATH F366 - LABORATORY PROJECT                          ,FDCDC - BITS F314 - GAME THEORY & ITS APPLICATION               ,FDCDC - PHY F111 - MECH OSCIL & WAVES                           ,FDELE - HSS F332 - CINEMATIC ART                           ,HDCDC - ME G532 - MACHINE TOOL ENGINEERING                   ,FDELE - HSS F375 - BUS & POL IN COL & POS COL IND            ,HDELE - BIO G526 - CANCER BIOLOGY
162 ,x3       ,FDELE - CS F213 - OBJECT ORIENTED PROG                          ,FDCDC - BITS F316 - NONLINEAR DYNAMICS AND CHAOS                ,HDCDC - SAN G512 - SANITATION AND PUBLIC HEALTH                 ,HDELE - ME F415 - GAS DYNAMICS                               ,FDCDC - BIO F110 - BIOLOGICAL LABORATORY                        ,FDCDC - MATH F212 - OPTIMIZATION                                ,HDELE - CHE G622 - ADV CHEMICAL ENGG THERMO                     ,FDCDC - ECON F491 - SPECIAL PROJECT                             ,HDCDC - BIO G661 - GENE TOXICOLOGY                         ,FDELE - CHEM F431 - SUSTAINABLE CHEMISTRY USING RENEWABLES   ,FDELE - HSS F371 - CITIES-LIFE ISSUES & CONFLICTS            ,FDELE - HSS F337 - ENGLISH LITERARY FORMS AND MOVEMENTS
163 ,x3       ,FDELE - BIO F211 - BIOLOGICAL CHEMISTRY                         ,FDCDC - ECE F266 - STUDY PROJECT                                ,HDCDC - CS G518 - INTERNET OF THINGS: DESIGN & DEVELOPMENT      ,FDELE - HSS F232 - INTRO TO DEV STUDIES                      ,HDELE - CS G553 - RECONFIGURABLE COMPUTING                      ,FDELE - CS F351 - THEORY OF COMPUTATION                         ,HDCDC - BIO G532 - BIOSTATISTICS AND BIOMODELLING               ,FDELE - ECON F313 - ISSUES IN ECONOMIC DEV                      ,FDCDC - ECON F266 - STUDY ORIENTED PROJECT                 ,FDCDC - EEE F266 - STUDY PROJECT                             ,FDCDC - PHY F111 - MECH OSCIL & WAVES                        ,HDELE - BIO G523 - ADV & APPLIED MICROBIO
164 ,x3       ,FDELE - HSS F371 - CITIES-LIFE ISSUES & CONFLICTS               ,FDCDC - CS F266 - STUDY PROJECT                                 ,HDELE - EEE G581 - RF AND MICROWAVE ENGG                        ,FDELE - CHE F214 - ENGINEERING CHEMISTRY                     ,HDCDC - EEE G612 - CODING THEORY AND PRACTICE                   ,FDCDC - ECON F315 - FINANCIAL MANAGEMENT                        ,HDCDC - CS G519 - SOCIAL MEDIA ANALYTICS                        ,FDELE - ECE F376 - DESIGN PROJECT                               ,FDELE - CHEM F212 - ORGANIC CHEMISTRY I                    ,FDCDC - PHY F366 - LABORATORY PROJECT                        ,FDCDC - ECE F366 - LABORATORY PROJECT                        ,HDELE - BITS G654 - ADV INSTRUMENTATION TECH
165 ,x2       ,FDELE - HSS F371 - CITIES-LIFE ISSUES & CONFLICTS               ,FDCDC - CHE F212 - FLUID MECHANICS                              ,FDCDC - PHY F366 - LABORATORY PROJECT                           ,HDELE - BIO G526 - CANCER BIOLOGY                            ,FDELE - HSS F227 - CROSS CULTURAL SKILLS                        ,FDELE - BIO F491 - SPECIAL PROJECT                              ,FDCDC - CHE F314 - PROCESS DES PRINCIPLES I                     ,HDCDC - SAN G512 - SANITATION AND PUBLIC HEALTH                 ,FDELE - ECE F376 - DESIGN PROJECT                          ,HDCDC - BIO G532 - BIOSTATISTICS AND BIOMODELLING            ,FDCDC - GS F231 - DYN OF SOCIAL CHANGE                       ,HDELE - ME F266 - STUDY PROJECT
166 ,x3       ,FDELE - HSS F332 - CINEMATIC ART                                ,FDELE - MATH F421 - COMBINATORIAL MATHS                         ,FDCDC - MATH F111 - MATHEMATICS-I                               ,FDCDC - ECON F376 - DESIGN PROJECT                           ,HDCDC - CS G525 - ADV COMPUTER NETWORKS                         ,FDCDC - GS F326 - CREATIVE THINKING                             ,FDELE - BITS F452 - BLOCKCHAIN TECHNOLOGY                       ,"HDELE - ME F317 - ENGINES, MOTORS, AND MOBILITY"               ,HDELE - BIO G542 - ADVANCED CELL MOLE BIO                  ,FDCDC - CHEM F313 - INSTRU METHODS OF ANAL                   ,HDCDC - BITS G529 - RESEARCH PROJECT I                       ,FDELE - CS F468 - INFORMATION SECURITY PROJECT
167 ,x2       ,FDCDC - GS F234 - DEVELOPMENT ECONOMICS                         ,HDCDC - CS G518 - INTERNET OF THINGS: DESIGN & DEVELOPMENT      ,FDELE - BITS F452 - BLOCKCHAIN TECHNOLOGY                       ,FDCDC - ECE F366 - LABORATORY PROJECT                        ,FDELE - EEE F435 - DIGITAL IMAGE PROCESSING                     ,FDCDC - PHY F111 - MECH OSCIL & WAVES                           ,FDCDC - PHY F312 - STATISTICAL MECHANICS                        ,HDCDC - BITS G563T - DISSERTATION                               ,FDELE - HSS F371 - CITIES-LIFE ISSUES & CONFLICTS          ,FDELE - CHEM F431 - SUSTAINABLE CHEMISTRY USING RENEWABLES   ,HDELE - EEE G626 - HARDWARE SOFTWARE CO-DESIGN               ,HDELE - DE G531 - PRODUCT DESIGN
168 ,x3       ,HDELE - BITS G561T - DISSERTATION                               ,FDCDC - MATH F353 - STATISTICAL INFER & APP                     ,FDELE - CS F468 - INFORMATION SECURITY PROJECT                  ,FDCDC - GS F234 - DEVELOPMENT ECONOMICS                      ,HDCDC - BITS G529 - RESEARCH PROJECT I                          ,FDELE - CHEM F431 - SUSTAINABLE CHEMISTRY USING RENEWABLES      ,FDELE - CHE F311 - KINETICS & REACTOR DESIG                     ,HDCDC - CS G525 - ADV COMPUTER NETWORKS                         ,FDCDC - MGTS F211 - PRINCIPLES OF MANAGEMENT               ,FDCDC - CS F376 - DESIGN PROJECT                             ,FDELE - PHY F213 - OPTICS                                    ,HDELE - BITS G539 - RESEARCH PROJECT II
169 ,x1       ,FDCDC - PHY F419 - ADVANCED SOLID STATE PHYSICS                 ,FDELE - ECON F366 - LABORATORY PROJECT                          ,FDCDC - MATH F215 - ALGEBRA I                                   ,HDELE - EEE G581 - RF AND MICROWAVE ENGG                     ,FDELE - IS F341 - SOFTWARE ENGINEERING                          ,FDCDC - EEE F266 - STUDY PROJECT                                ,FDELE - HSS F227 - CROSS CULTURAL SKILLS                        ,FDELE - PHY F211 - CLASSICAL MECHANICS                          ,HDCDC - CS G518 - INTERNET OF THINGS: DESIGN & DEVELOPMENT ,FDCDC - CHE F266 - STUDY PROJECT                             ,HDCDC - CS G525 - ADV COMPUTER NETWORKS                      ,HDELE - CS G541 - PERVASIVE COMPUTING
170 ,x1       ,HDELE - ME F423 - MICRO-FLUIDICS & ITS APP                      ,FDCDC - CS F422 - PARALLEL COMPUTING                            ,FDELE - FIN F414 - FINANCIAL RISK ANALY & MANAG                 ,FDELE - PHY F211 - CLASSICAL MECHANICS                       ,HDELE - BITS G654 - ADV INSTRUMENTATION TECH                    ,FDCDC - BITS F314 - GAME THEORY & ITS APPLICATION               ,FDCDC - CHE F433 - CORROSION ENGINEERING                        ,FDELE - HSS F235 - INTRODUCTORY PHILOSOPHY                      ,HDCDC - BITS G563T - DISSERTATION                          ,FDCDC - CHE F366 - LABORATORY PROJECT                        ,FDELE - PHY F215 - INTRO TO ASTRO & ASTROPH                  ,HDCDC - BITS G540 - RESEARCH PRACTICE
171 ,x1       ,FDELE - BIO F211 - BIOLOGICAL CHEMISTRY                         ,FDCDC - MATH F212 - OPTIMIZATION                                ,FDCDC - HSS F313 - INTRO TO CONTEMPRORY ARTS                    ,FDCDC - ECE F434 - DIGITAL SIGNAL PROCESS                    ,HDELE - ME G512 - FINITE ELEMENT METHOD                         ,FDELE - PHY F346 - LASER SCIENCE AND TECHNOLOGY                 ,HDELE - CHE G622 - ADV CHEMICAL ENGG THERMO                     ,FDELE - FIN F414 - FINANCIAL RISK ANALY & MANAG                 ,FDCDC - CHEM F312 - PHYSICAL CHEMISTRY IV                  ,HDCDC - SAN G512 - SANITATION AND PUBLIC HEALTH              ,FDELE - EEE F435 - DIGITAL IMAGE PROCESSING                  ,HDCDC - BIO G512 - MOLEC MECH OF GENE EXPRE
172 ,x1       ,FDELE - HSS F332 - CINEMATIC ART                                ,FDELE - BITS F112 - TECH REPORT WRITING                         ,FDCDC - HSS F313 - INTRO TO CONTEMPRORY ARTS                    ,"HDELE - ME F317 - ENGINES, MOTORS, AND MOBILITY"            ,HDCDC - BIO G515 - STEM CELL & REGENER BIO                      ,HDELE - ME G512 - FINITE ELEMENT METHOD                         ,HDCDC - ME F212 - FLUID MECHANICS                               ,FDCDC - BIO F376 - DESIGN PROJECT                               ,FDELE - HSS F232 - INTRO TO DEV STUDIES                    ,FDCDC - BIO F214 - INTEGRATED BIOLOGY                        ,FDCDC - EEE F418 - MOD COMMUNICATION TECH                    ,"FDELE - BIO F216 - WATER,SANITATION & SOLID WASTE"
173 ,x2       ,FDCDC - BIO F213 - CELL BIOLOGY                                 ,FDELE - PHY F213 - OPTICS                                       ,FDELE - MATH F113 - PROBABILITY & STATISTICS                    ,HDELE - MEL G624 - ADV VLSI ARCHITECTURES                    ,HDELE - BIO G542 - ADVANCED CELL MOLE BIO                       ,FDCDC - MATH F214 - ELEMENTARY REAL ANALYSIS                    ,FDELE - ECE F376 - DESIGN PROJECT                               ,HDCDC - EEE G612 - CODING THEORY AND PRACTICE                   ,FDCDC - CHE F266 - STUDY PROJECT                           ,FDELE - HSS F227 - CROSS CULTURAL SKILLS                     ,FDCDC - CHE F491 - SPECIAL PROJECTS                          ,HDCDC - BIO G661 - GENE TOXICOLOGY
174 ,x1       ,FDELE - ECON F313 - ISSUES IN ECONOMIC DEV                      ,FDCDC - ECON F491 - SPECIAL PROJECT                             ,FDCDC - CHE F366 - LABORATORY PROJECT                           ,FDCDC - INSTR F366 - LABORATORY PROJECT                      ,FDELE - CS F468 - INFORMATION SECURITY PROJECT                  ,FDELE - CS F407 - ARTIFICIAL INTELLIGENCE                       ,FDCDC - ECE F366 - LABORATORY PROJECT                           ,HDELE - EE G501 - ENVIRONMENTAL SAMPLING AND ANALYTICAL METHODS ,HDELE - MEL G624 - ADV VLSI ARCHITECTURES                  ,HDCDC - BITS G513 - STUDY IN ADVANCED TOPICS                 ,HDCDC - BIO G515 - STEM CELL & REGENER BIO                   ,FDELE - PHY F110 - PHYSICS LABORATORY
175 ,x2       ,FDCDC - BIO F214 - INTEGRATED BIOLOGY                           ,FDCDC - GS F234 - DEVELOPMENT ECONOMICS                         ,HDCDC - ME F315 - ADVANCED MANUFACTURING PROCESS                ,FDCDC - MATH F366 - LABORATORY PROJECT                       ,FDELE - PHY F376 - DESIGN PROJECT                               ,FDCDC - EEE F214 - ELECTRONIC DEVICES                           ,FDELE - PHY F215 - INTRO TO ASTRO & ASTROPH                     ,HDCDC - BITS G513 - STUDY IN ADVANCED TOPICS                    ,FDELE - BIO F313 - ANIMAL PHYSIOLOGY                       ,HDELE - ME G512 - FINITE ELEMENT METHOD                      ,FDELE - ECON F355 - BUSS ANAL & VALUATION                    ,HDELE - EEE G581 - RF AND MICROWAVE ENGG
176 ,x1       ,HDCDC - ME F211 - MECHANICS OF SOLIDS                           ,FDCDC - CHE F433 - CORROSION ENGINEERING                        ,HDELE - ME F216 - MATERIAL SCI AND ENGINEERIN                   ,FDCDC - CS F422 - PARALLEL COMPUTING                         ,FDCDC - EEE F311 - COMMUNICATION SYSTEMS                        ,FDELE - MATH F113 - PROBABILITY & STATISTICS                    ,FDELE - CS F491 - SPECIAL PROJECT                               ,FDELE - HSS F371 - CITIES-LIFE ISSUES & CONFLICTS               ,FDCDC - EEE F266 - STUDY PROJECT                           ,HDELE - ME F376 - DESIGN PROJECT                             ,HDCDC - BITS G563T - DISSERTATION                            ,FDELE - BITS F315 - INTRODUCTION TO COGNITIVE NEUR
177 ,x3       ,FDELE - ECON F312 - MONEY BANK & FIN MARKETS                    ,HDCDC - BITS G529 - RESEARCH PROJECT I                          ,FDCDC - MATH F266 - STUDY PROJECT                               ,"FDCDC - BIO F217 - LAB FOR WATER, SANITATION & SOLID WASTE" ,FDELE - CS F468 - INFORMATION SECURITY PROJECT                  ,FDCDC - MATH F111 - MATHEMATICS-I                               ,HDCDC - MEL G621 - VLSI DESIGN                                  ,HDELE - BIO G514 - MOLECULAR IMMUNOLOGY                         ,FDCDC - ECON F376 - DESIGN PROJECT                         ,FDELE - ECE F376 - DESIGN PROJECT                            ,FDELE - BIO F111 - GENERAL BIOLOGY                           ,HDELE - CHE G613 - ADVANCED MASS TRANSFER
178 ,x1       ,FDCDC - BITS F316 - NONLINEAR DYNAMICS AND CHAOS                ,FDELE - HSS F365 - SCIENCE OF SUSTAINABLE HAPPINESS             ,HDCDC - CS G526 - ADV ALGO & COMPLEXITY                         ,FDELE - BITS F112 - TECH REPORT WRITING                      ,HDELE - ME F316 - MANUFACTURING MANAGEMENT                      ,FDELE - CS F320 - FOUNDATIONS OF DATA SCIENCE                   ,HDELE - ME F443 - QUALI CONTRO ASSUR & REL                      ,FDCDC - HSS F313 - INTRO TO CONTEMPRORY ARTS                    ,FDCDC - MATH F266 - STUDY PROJECT                          ,FDELE - PHY F213 - OPTICS                                    ,FDCDC - CHE F314 - PROCESS DES PRINCIPLES I                  ,HDCDC - BIO G515 - STEM CELL & REGENER BIO
179 ,x3       ,FDCDC - CS F422 - PARALLEL COMPUTING                            ,HDELE - ME F314 - DESIGN OF MACHINE ELEMENTS                    ,HDCDC - MEL G611 - I C FABRICATION TECH                         ,FDCDC - CHE F433 - CORROSION ENGINEERING                     ,FDCDC - ECON F376 - DESIGN PROJECT                              ,HDCDC - MEL G625 - ADV ANALOG & MIX SIG DES                     ,FDELE - GS F212 - ENVIRON DEV & CLIMATE CH                      ,FDELE - BITS F452 - BLOCKCHAIN TECHNOLOGY                       ,FDELE - CS F491 - SPECIAL PROJECT                          ,FDELE - CHEM F333 - CHEMISTRY OF MATERIALS                   ,HDELE - BIO G526 - CANCER BIOLOGY                            ,FDCDC - EEE F214 - ELECTRONIC DEVICES
